Latitude,Longitude,Safety Score,Lighting Rating,Crowd Rating,Emergency Rating,Crimes,Severity Score,Public Spaces,Keywords
52.28477,-1.54724,45.768907210456966,0.6,0.6666666666666666,0.4,131,4.007692307692308,1,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28556,-1.53567,30.56120563629824,0.4,0.4,0.3,434,6.644028103044496,38,"['many drunk people', 'night', 'park', 'lighting', 'paths']"
52.28604,-1.53626,25.867143235930723,0.4,0.3,0.2,353,6.810344827586207,26,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28459,-1.53544,26.6286694253166,0.4,0.3,0.2,540,6.597744360902255,36,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28693,-1.54914,43.08365410518583,0.6,0.6666666666666666,0.4,25,5.32,2,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28128,-1.5466,30.96548928520477,0.4,0.3,0.2,154,4.235294117647059,10,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28987,-1.54604,36.07858873619164,0.4,0.6,0.4,65,5.984375,0,"['many drunk people', 'night', 'park']"
52.29107,-1.54668,41.37955194227163,0.55,0.65,0.4,135,5.446969696969697,4,"['many drunk people', 'night', 'nice walk', 'park', 'start']"
52.2854409,-1.5373244,42.48769862924669,0.7,0.6,0.4,263,5.992307692307692,7,"['more public spaces', 'park', 'start', 'route']"
52.28748,-1.53651,26.579900249818245,0.4,0.3,0.2,485,6.260042283298097,21,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28403,-1.53327,30.22460416779976,0.4,0.4,0.2,560,6.310344827586207,57,"['quiet route', 'public services']"
52.28807,-1.5401,37.08327378647552,0.4,0.6,0.4,158,5.915032679738562,18,"['many drunk people', 'night', 'park']"
52.28269,-1.54571,31.50387958775226,0.4,0.3,0.2,131,3.869230769230769,4,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28336,-1.54443,45.0235605143508,0.6,0.6666666666666666,0.4,121,4.425,4,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28285,-1.54579,31.50387958775226,0.4,0.3,0.2,131,3.869230769230769,4,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28325,-1.54678,46.24465566917719,0.6,0.6666666666666666,0.4,131,3.869230769230769,4,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.2833039,-1.5488877,54.71892677940728,0.8,0.8,0.5,71,4.014285714285714,3,"['many restaurants', 'lively atmosphere', 'shops', 'street', 'pathways']"
52.2898457,-1.5466228,48.30422072438837,0.8,0.8,0.4,66,5.830769230769231,0,"['enjoyable evening walk', 'street lights', 'busy streets', 'thanks']"
52.28894,-1.53799,27.48981966699048,0.4,0.2,0.2,436,5.330985915492958,30,"['park', 'paths', 'lighting']"
52.28823,-1.53807,26.57700107356814,0.4,0.2,0.2,299,5.790378006872852,27,"['park', 'paths', 'lighting']"
52.28416,-1.53771,26.24114642069905,0.4,0.3,0.2,289,6.114982578397212,4,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28125,-1.54696,30.910124965688,0.4,0.3,0.2,154,4.235294117647059,9,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28686,-1.54923,43.08365410518583,0.6,0.6666666666666666,0.4,25,5.32,2,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28164,-1.5455,30.562584293843663,0.4,0.3,0.2,164,4.306748466257669,6,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.2844,-1.53586,25.99057865295038,0.4,0.3,0.2,444,6.750572082379863,28,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.2789332,-1.5472643,57.42497154009418,0.8,0.8,0.5,122,3.0,13,"['many restaurants', 'lively atmosphere', 'shops', 'street', 'pathways']"
52.28359,-1.5432,46.79053596633757,0.6,0.6666666666666666,0.4,121,3.611570247933885,3,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28974,-1.54664,41.74251588978278,0.6,0.6666666666666666,0.4,66,5.830769230769231,0,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.2899,-1.54445,36.44162469141572,0.4,0.6,0.4,86,5.882352941176471,3,"['many drunk people', 'night', 'park']"
52.28394,-1.53196,48.29699061761608,0.7333333333333333,0.7333333333333333,0.4666666666666666,616,6.254125412541254,60,"['night', 'public', 'drunk public', 'residential area', 'route']"
52.28767,-1.53763,25.03177097014048,0.4,0.2,0.2,359,6.051428571428572,11,"['park', 'paths', 'lighting']"
52.2861,-1.53629,25.98412873066333,0.4,0.3,0.2,422,6.71462829736211,26,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.2853,-1.53458,31.46910233311988,0.4,0.4,0.3,520,6.446393762183236,49,"['many drunk people', 'night', 'park', 'lighting', 'paths']"
52.28324,-1.5448,30.28278443292585,0.4,0.3,0.2,121,4.425,4,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28437,-1.53618,25.75084396444638,0.4,0.3,0.2,433,6.765807962529274,24,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.281418,-1.548171,44.96037725141884,0.6,0.5428571428571429,0.4,59,3.931034482758621,9,"['good street lighting', 'few shops', 'many restaurants', 'park', 'end']"
52.286249,-1.548171,38.39002418732029,0.6,0.4,0.4,34,5.294117647058823,2,"['nice walk', 'daytime', 'end', 'route']"
52.28129,-1.54557,30.673312932877216,0.4,0.3,0.2,164,4.306748466257669,8,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28437,-1.53638,25.332937941856752,0.4,0.3,0.2,399,6.878172588832487,20,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28963,-1.5346,49.23476256924763,0.7,0.7,0.5,649,5.242088607594937,44,"['greenery', 'daytime', 'shops', 'high quantity', 'people']"
52.28128,-1.54569,30.96548928520477,0.4,0.3,0.2,154,4.235294117647059,10,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28781,-1.53787,24.83915815445849,0.4,0.2,0.2,327,6.163522012578617,11,"['park', 'paths', 'lighting']"
52.28303,-1.54554,40.08024019081061,0.52,0.52,0.32,141,3.9785714285714286,4,"['street lighting', 'night', 'nice walk', 'nobody', 'park']"
52.28706,-1.53687,24.81173147710824,0.4,0.2,0.2,456,6.242152466367713,17,"['park', 'paths', 'lighting']"
52.2836,-1.54297,46.79053596633757,0.6,0.6666666666666666,0.4,121,3.611570247933885,3,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28554,-1.54724,43.60319989818031,0.6,0.6666666666666666,0.4,26,5.115384615384615,3,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28898,-1.53803,27.48981966699048,0.4,0.2,0.2,436,5.330985915492958,30,"['park', 'paths', 'lighting']"
52.28136,-1.54574,30.96548928520477,0.4,0.3,0.2,154,4.235294117647059,10,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28399,-1.53982,26.93153954820894,0.4,0.3,0.2,189,5.796791443850268,1,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28694,-1.53705,25.3127954450572,0.4,0.2666666666666666,0.2,487,6.381551362683438,14,"['street lighting', 'nobody', 'night', 'park', 'paths']"
52.28434,-1.53665,25.284936032615125,0.4,0.3,0.2,371,6.890710382513661,19,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28778,-1.54773,41.5894722318921,0.6,0.6666666666666666,0.4,37,5.918918918918919,0,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.289,-1.53803,27.114426973006623,0.4,0.2,0.2,486,5.466386554621849,30,"['park', 'paths', 'lighting']"
52.28879,-1.5466,42.26668654401456,0.6,0.6666666666666666,0.4,50,5.66,2,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28829,-1.54684,42.00467849941956,0.6,0.6666666666666666,0.4,33,5.787878787878788,2,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28459,-1.54724,45.817898679943255,0.6,0.6666666666666666,0.4,132,3.984732824427481,1,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28805,-1.53961,36.78053225837883,0.4,0.6,0.4,153,5.905405405405405,12,"['many drunk people', 'night', 'park']"
52.2789466,-1.5471869,40.9889028378041,0.4666666666666666,0.4666666666666666,0.3333333333333333,122,3.0,13,"['little street lighting', 'night', 'rest', 'high street', 'park']"
52.2857,-1.53616,29.86124042570324,0.4,0.4,0.3,388,6.740837696335079,28,"['many drunk people', 'night', 'park', 'lighting', 'paths']"
52.28673,-1.54981,43.06678763770081,0.6,0.6666666666666666,0.4,31,5.32258064516129,2,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.2856,-1.53589,30.027333384253563,0.4,0.4,0.3,388,6.740837696335079,31,"['many drunk people', 'night', 'park', 'lighting', 'paths']"
52.28544,-1.53655,25.52570340789819,0.4,0.3,0.2,366,6.858725761772853,22,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28972,-1.53543,49.05219640838581,0.7,0.7,0.5,674,5.254573170731708,42,"['greenery', 'daytime', 'shops', 'high quantity', 'people']"
52.28676,-1.54975,43.06678763770081,0.6,0.6666666666666666,0.4,31,5.32258064516129,2,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28835,-1.53805,26.34751964277194,0.4,0.2,0.2,331,5.872274143302181,27,"['park', 'paths', 'lighting']"
52.28687,-1.53698,29.6646367219101,0.4,0.4,0.3,474,6.387096774193548,13,"['many drunk people', 'night', 'park', 'lighting', 'paths']"
52.28788,-1.53797,25.80885871754616,0.4,0.2,0.2,295,5.79020979020979,13,"['park', 'paths', 'lighting']"
52.29147,-1.54715,42.04072896903848,0.55,0.65,0.4,105,5.176470588235294,4,"['many drunk people', 'night', 'nice walk', 'park', 'start']"
52.28984,-1.54405,36.668571469453504,0.4,0.6,0.4,84,5.783132530120482,3,"['many drunk people', 'night', 'park']"
52.28362,-1.54303,46.79053596633757,0.6,0.6666666666666666,0.4,121,3.611570247933885,3,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28405,-1.53303,30.244388115531883,0.4,0.4,0.2,568,6.295169946332737,57,"['quiet route', 'public services']"
52.28443,-1.53323,30.148766935372628,0.4,0.4,0.2,603,6.317032040472175,57,"['quiet route', 'public services']"
52.28408,-1.53901,26.733280066307707,0.4,0.3,0.2,221,5.9132420091324205,3,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28479,-1.53544,26.60954437358289,0.4,0.3,0.2,533,6.611428571428571,36,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28437,-1.53661,25.340300352131905,0.4,0.3,0.2,371,6.890710382513661,20,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28415,-1.53795,26.998960309253462,0.4,0.3,0.2,203,5.8059701492537314,3,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28029,-1.53424,28.350511312955373,0.4,0.4,0.2,212,6.258373205741627,12,"['quiet route', 'public services']"
52.2919643,-1.53576,44.88487360717184,0.6,0.7,0.3,867,5.166069295101553,76,"['drunk teenagers', 'club night', 'street lights', 'short journey', 'park']"
52.28416,-1.53212,48.215819475288896,0.7333333333333333,0.7333333333333333,0.4666666666666666,636,6.252396166134186,59,"['night', 'public', 'drunk public', 'residential area', 'route']"
52.28554,-1.53538,30.845738327717065,0.4,0.4,0.3,472,6.537634408602151,40,"['many drunk people', 'night', 'park', 'lighting', 'paths']"
52.28836,-1.53621,28.418779193063003,0.4,0.3,0.2,462,5.823660714285714,37,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28573,-1.5473,43.60319989818031,0.6,0.6666666666666666,0.4,26,5.115384615384615,3,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28138,-1.54705,30.96548928520477,0.4,0.3,0.2,154,4.235294117647059,10,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28995,-1.54452,36.44162469141572,0.4,0.6,0.4,86,5.882352941176471,3,"['many drunk people', 'night', 'park']"
52.28807,-1.53799,26.41077356320272,0.4,0.2,0.2,314,5.727868852459016,22,"['park', 'paths', 'lighting']"
52.28888,-1.54656,42.26668654401456,0.6,0.6666666666666666,0.4,50,5.66,2,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.2897651,-1.5354354,43.67092928922508,0.6,0.7,0.3,777,4.998678996036988,45,"['drunk teenagers', 'club night', 'street lights', 'short journey', 'park']"
52.28945,-1.5352,48.95620144375521,0.7,0.7,0.5,662,5.231007751937985,39,"['greenery', 'daytime', 'shops', 'high quantity', 'people']"
52.28128,-1.5456,30.673312932877216,0.4,0.3,0.2,164,4.306748466257669,8,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28677,-1.53687,27.775273001239707,0.4,0.35,0.25,457,6.424778761061947,14,"['many drunk people', 'street lighting', 'night', 'nobody', 'park']"
52.28894,-1.53798,27.64615924200711,0.4,0.2,0.2,409,5.280701754385965,30,"['park', 'paths', 'lighting']"
52.29191,-1.54761,42.08539918366576,0.55,0.65,0.4,124,5.140495867768595,4,"['many drunk people', 'night', 'nice walk', 'park', 'start']"
52.28342,-1.54688,46.24465566917719,0.6,0.6666666666666666,0.4,131,3.869230769230769,4,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28671,-1.54984,43.06678763770081,0.6,0.6666666666666666,0.4,31,5.32258064516129,2,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28807,-1.53995,36.97254514744196,0.4,0.6,0.4,158,5.915032679738562,16,"['many drunk people', 'night', 'park']"
52.2865,-1.5367,25.810898819644063,0.4,0.3,0.2,398,6.4987277353689565,14,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28443,-1.53559,26.55203575050832,0.4,0.3,0.2,480,6.6723044397463,36,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.2807,-1.5345,27.516051838477463,0.4,0.4,0.2,228,6.526548672566372,8,"['quiet route', 'public services']"
52.28698,-1.53696,24.72481646540576,0.4,0.2,0.2,467,6.24945295404814,16,"['park', 'paths', 'lighting']"
52.29001,-1.54453,36.44162469141572,0.4,0.6,0.4,86,5.882352941176471,3,"['many drunk people', 'night', 'park']"
52.28294,-1.54552,31.235774541955653,0.4,0.3,0.2,141,3.9785714285714286,4,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28931,-1.54004,37.51255795033688,0.4,0.6,0.4,275,5.75925925925926,23,"['many drunk people', 'night', 'park']"
52.28606,-1.53626,29.7627546848618,0.4,0.4,0.3,422,6.71462829736211,26,"['many drunk people', 'night', 'park', 'lighting', 'paths']"
52.2923339,-1.5382023,43.387946163056576,0.6,0.7,0.3,692,5.413690476190476,52,"['drunk teenagers', 'club night', 'street lights', 'short journey', 'park']"
52.28869,-1.54655,41.896385757836455,0.6,0.6666666666666666,0.4,36,5.833333333333333,2,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28379,-1.54127,29.09677008140379,0.4,0.3,0.2,183,4.824175824175824,1,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28949,-1.53501,49.05522323313711,0.7,0.7,0.5,663,5.2631578947368425,42,"['greenery', 'daytime', 'shops', 'high quantity', 'people']"
52.29037,-1.53552,50.043237494105874,0.7,0.7,0.5,938,5.146179401993355,65,"['greenery', 'daytime', 'shops', 'high quantity', 'people']"
52.28623,-1.53647,29.811130999691315,0.4,0.4,0.3,447,6.519274376417234,20,"['many drunk people', 'night', 'park', 'lighting', 'paths']"
52.283,-1.54587,46.24465566917719,0.6,0.6666666666666666,0.4,131,3.869230769230769,4,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28772,-1.5364,27.01666213491365,0.4,0.3,0.2,494,6.150943396226415,25,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28663,-1.53679,29.65239321146278,0.4,0.4,0.3,460,6.428571428571429,14,"['many drunk people', 'night', 'park', 'lighting', 'paths']"
52.28714,-1.54876,42.548842596423846,0.6,0.6666666666666666,0.4,29,5.551724137931035,2,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28418,-1.53214,48.27118379480567,0.7333333333333333,0.7333333333333333,0.4666666666666666,636,6.252396166134186,60,"['night', 'public', 'drunk public', 'residential area', 'route']"
52.28451,-1.53545,26.6286694253166,0.4,0.3,0.2,540,6.597744360902255,36,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28579,-1.54732,43.54783557866354,0.6,0.6666666666666666,0.4,26,5.115384615384615,2,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28709,-1.5489,42.22646891556113,0.6,0.6666666666666666,0.4,20,5.7,2,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28718,-1.53751,35.70490609221238,0.4,0.6,0.4,422,6.1307506053268765,9,"['many drunk people', 'night', 'park']"
52.28346,-1.54403,46.50042544579701,0.6,0.6666666666666666,0.4,160,3.69811320754717,3,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28037,-1.53437,27.922037167480298,0.4,0.4,0.2,223,6.3954545454545455,10,"['quiet route', 'public services']"
52.28415,-1.5367,25.196086968248583,0.4,0.3,0.2,359,6.887323943661972,17,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28681,-1.54941,43.08365410518583,0.6,0.6666666666666666,0.4,25,5.32,2,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28874,-1.53809,26.92742140480388,0.4,0.2,0.2,349,5.563421828908554,26,"['park', 'paths', 'lighting']"
52.28131,-1.54571,30.96548928520477,0.4,0.3,0.2,154,4.235294117647059,10,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28612,-1.54787,42.625637618821216,0.6,0.6666666666666666,0.4,39,5.461538461538462,0,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28279,-1.5458,31.50387958775226,0.4,0.3,0.2,131,3.869230769230769,4,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28321,-1.54669,46.24465566917719,0.6,0.6666666666666666,0.4,131,3.869230769230769,4,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28602,-1.53626,29.6457691901292,0.4,0.4,0.3,353,6.810344827586207,26,"['many drunk people', 'night', 'park', 'lighting', 'paths']"
52.28366,-1.54227,29.938851427879133,0.4,0.3,0.2,174,4.502890173410405,3,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28818,-1.5401,37.249366745025846,0.4,0.6,0.4,158,5.915032679738562,21,"['many drunk people', 'night', 'park']"
52.28895,-1.53801,27.48981966699048,0.4,0.2,0.2,436,5.330985915492958,30,"['park', 'paths', 'lighting']"
52.28099,-1.5346,27.60892861388237,0.4,0.4,0.2,192,6.481675392670157,7,"['quiet route', 'public services']"
52.28901,-1.53802,27.114426973006623,0.4,0.2,0.2,486,5.466386554621849,30,"['park', 'paths', 'lighting']"
52.28403,-1.53316,43.56906981665472,0.65,0.65,0.4,560,6.310344827586207,57,"['quiet route', 'night', 'drunk public', 'residential area', 'public services']"
52.28529959999999,-1.5345806,43.51394966136416,0.64,0.64,0.44,520,6.446393762183236,49,"['enjoyable evening walk', 'busy streets', 'police cars', 'rest', 'start']"
52.2851,-1.53592,26.07211602495515,0.4,0.3,0.2,400,6.738578680203045,28,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28409,-1.53262,48.23285609829389,0.7333333333333333,0.7333333333333333,0.4666666666666666,579,6.284710017574692,59,"['night', 'public', 'drunk public', 'residential area', 'route']"
52.28532,-1.53666,25.42323475133096,0.4,0.3,0.2,338,6.870870870870871,20,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28616,-1.53637,29.51986540619631,0.4,0.4,0.3,383,6.722222222222222,21,"['many drunk people', 'night', 'park', 'lighting', 'paths']"
52.28347,-1.54692,46.24465566917719,0.6,0.6666666666666666,0.4,131,3.869230769230769,4,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28368,-1.5431,46.51860751650776,0.6,0.6666666666666666,0.4,130,3.723076923076923,3,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28621,-1.53646,26.03250504549284,0.4,0.3,0.2,447,6.519274376417234,20,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28862,-1.54005,37.92813525740885,0.4,0.6,0.4,193,5.58288770053476,21,"['many drunk people', 'night', 'park']"
52.2923727,-1.5481874,42.411634412011765,0.6666666666666666,0.5333333333333333,0.4,123,5.191666666666666,4,"['enjoyable evening walk', 'street lights', 'busy streets', 'daytime', 'end']"
52.28691,-1.53702,25.82388614444604,0.4,0.3,0.2,487,6.381551362683438,12,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28354,-1.54357,46.92147029893295,0.6,0.6666666666666666,0.4,135,3.537313432835821,3,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28136,-1.54553,30.673312932877216,0.4,0.3,0.2,164,4.306748466257669,8,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28829,-1.53571,28.328026718878498,0.4,0.3,0.2,465,5.8381374722838135,36,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28282,-1.54582,31.50387958775226,0.4,0.3,0.2,131,3.869230769230769,4,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28724,-1.53689,24.83252731988212,0.4,0.2,0.2,457,6.257847533632287,18,"['park', 'paths', 'lighting']"
52.28443,-1.5356,26.54589776504536,0.4,0.3,0.2,479,6.675847457627119,36,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28352,-1.54377,31.75964936437208,0.4,0.3,0.2,160,3.69811320754717,3,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28436,-1.53586,25.99057865295038,0.4,0.3,0.2,444,6.750572082379863,28,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28377,-1.54315,46.51860751650776,0.6,0.6666666666666666,0.4,130,3.723076923076923,3,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28143,-1.54555,30.673312932877216,0.4,0.3,0.2,164,4.306748466257669,8,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28182,-1.54551,30.562584293843663,0.4,0.3,0.2,164,4.306748466257669,6,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28795,-1.53915,36.339947669309616,0.4,0.6,0.4,261,6.027777777777778,12,"['many drunk people', 'night', 'park']"
52.2834728,-1.5469188,41.50865058011867,0.6,0.4,0.4,131,3.869230769230769,4,"['nice walk', 'daytime', 'end', 'route']"
52.28342,-1.5442,31.75964936437208,0.4,0.3,0.2,160,3.69811320754717,3,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28594,-1.54749,43.43710693962998,0.6,0.6666666666666666,0.4,26,5.115384615384615,0,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28438,-1.53647,25.332937941856752,0.4,0.3,0.2,399,6.878172588832487,20,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28527,-1.54722,43.60319989818031,0.6,0.6666666666666666,0.4,26,5.115384615384615,3,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28727,-1.53664,26.43322089294401,0.4,0.3,0.2,487,6.275789473684211,19,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.2837661,-1.5431489,38.79596120607518,0.4666666666666666,0.4666666666666666,0.3333333333333333,130,3.723076923076923,3,"['little street lighting', 'night', 'rest', 'high street', 'park']"
52.28996,-1.54479,36.62092402731724,0.4,0.6,0.4,75,5.8108108108108105,3,"['many drunk people', 'night', 'park']"
52.28661,-1.54955,43.06678763770081,0.6,0.6666666666666666,0.4,31,5.32258064516129,2,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28964,-1.54227,36.69069353609514,0.4,0.6,0.4,147,5.776223776223776,5,"['many drunk people', 'night', 'park']"
52.28992,-1.545,36.01243292765189,0.4,0.6,0.4,90,6.045454545454546,2,"['many drunk people', 'night', 'park']"
52.2918076,-1.5381524,43.37633164383078,0.6,0.7,0.3,763,5.383265856950067,53,"['drunk teenagers', 'club night', 'street lights', 'short journey', 'park']"
52.28431,-1.53668,25.225212476523485,0.4,0.3,0.2,350,6.904624277456647,18,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28821,-1.53808,26.521636754051364,0.4,0.2,0.2,299,5.790378006872852,26,"['park', 'paths', 'lighting']"
52.28313,-1.54652,46.24465566917719,0.6,0.6666666666666666,0.4,131,3.869230769230769,4,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28995,-1.53547,49.97739346367992,0.7,0.7,0.5,777,4.998678996036988,53,"['greenery', 'daytime', 'shops', 'high quantity', 'people']"
52.28414,-1.53831,27.04461947200013,0.4,0.3,0.2,208,5.781553398058253,3,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28253,-1.54557,31.235774541955653,0.4,0.3,0.2,141,3.9785714285714286,4,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28903,-1.54001,37.213149351788,0.4,0.6,0.4,282,5.840579710144928,21,"['many drunk people', 'night', 'park']"
52.28907,-1.54004,37.223959101193024,0.4,0.6,0.4,281,5.836363636363636,21,"['many drunk people', 'night', 'park']"
52.28888,-1.54002,37.67339739004707,0.4,0.6,0.4,232,5.668141592920354,21,"['many drunk people', 'night', 'park']"
52.2904,-1.53484,50.39067965891307,0.7,0.7,0.5,898,5.12037037037037,69,"['greenery', 'daytime', 'shops', 'high quantity', 'people']"
52.28389,-1.54707,46.22802453041534,0.6,0.6666666666666666,0.4,127,3.880952380952381,4,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28312,-1.54515,39.83500736840991,0.52,0.52,0.32,147,4.082191780821918,4,"['street lighting', 'night', 'nice walk', 'nobody', 'park']"
52.28942,-1.53536,48.848046352856485,0.7,0.7,0.5,681,5.266968325791855,39,"['greenery', 'daytime', 'shops', 'high quantity', 'people']"
52.2879016,-1.535144,43.33126106778708,0.7,0.6,0.4,522,5.950396825396825,28,"['more public spaces', 'park', 'start', 'route']"
52.28638,-1.5366,29.822001890157534,0.4,0.4,0.3,419,6.506053268765133,19,"['many drunk people', 'night', 'park', 'lighting', 'paths']"
52.28421,-1.54717,46.11729589138179,0.6,0.6666666666666666,0.4,127,3.880952380952381,2,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28444,-1.53554,26.60754019376106,0.4,0.3,0.2,529,6.614942528735632,36,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28725,-1.54856,41.95031041177145,0.6,0.6666666666666666,0.4,32,5.8125,2,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28806,-1.54728,42.01089102057119,0.6,0.6666666666666666,0.4,24,5.791666666666667,2,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.29061,-1.54664,40.228675142552525,0.55,0.65,0.4,108,5.980952380952381,4,"['many drunk people', 'night', 'nice walk', 'park', 'start']"
52.28996,-1.5466,40.18474086744156,0.55,0.65,0.4,77,5.972972972972973,2,"['many drunk people', 'night', 'nice walk', 'park', 'start']"
52.28139,-1.5455,30.562584293843663,0.4,0.3,0.2,164,4.306748466257669,6,"['street lighting', 'nobody', 'night', 'park', 'route']"
52.28793,-1.54751,41.90016238153763,0.6,0.6666666666666666,0.4,24,5.791666666666667,0,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28236,-1.53124,48.48373397511853,0.7333333333333333,0.7333333333333333,0.4666666666666666,411,5.839108910891089,42,"['night', 'public', 'drunk public', 'residential area', 'route']"
52.28851,-1.54663,42.00467849941956,0.6,0.6666666666666666,0.4,33,5.787878787878788,2,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28588,-1.53633,27.70241824410652,0.4,0.35,0.25,340,6.86865671641791,27,"['many drunk people', 'street lighting', 'night', 'nobody', 'park']"
52.28714,-1.53685,24.85137949302572,0.4,0.2,0.2,461,6.246119733924612,18,"['park', 'paths', 'lighting']"
52.28301,-1.54622,46.24465566917719,0.6,0.6666666666666666,0.4,131,3.869230769230769,4,"['evening', 'nice walk', 'route', 'thing', 'start']"
52.28324,-1.54675,46.24465566917719,0.6,0.6666666666666666,0.4,131,3.869230769230769,4,"['evening', 'nice walk', 'route', 'thing', 'start']"
